,date_time,T_water_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,11.33,PROC1,5661,-120.13056,39.34000
1,2018-08-01 00:15:00,11.33,PROC1,5661,-120.13056,39.34000
2,2018-08-01 00:30:00,11.28,PROC1,5661,-120.13056,39.34000
3,2018-08-01 00:45:00,11.28,PROC1,5661,-120.13056,39.34000
4,2018-08-01 01:00:00,11.22,PROC1,5661,-120.13056,39.34000
5,2018-08-01 01:15:00,11.22,PROC1,5661,-120.13056,39.34000
6,2018-08-01 01:30:00,11.22,PROC1,5661,-120.13056,39.34000
7,2018-08-01 01:45:00,11.22,PROC1,5661,-120.13056,39.34000
8,2018-08-01 02:00:00,11.22,PROC1,5661,-120.13056,39.34000
9,2018-08-01 02:15:00,11.22,PROC1,5661,-120.13056,39.34000
10,2018-08-01 02:30:00,11.17,PROC1,5661,-120.13056,39.34000
11,2018-08-01 02:45:00,11.17,PROC1,5661,-120.13056,39.34000
12,2018-08-01 03:00:00,11.17,PROC1,5661,-120.13056,39.34000
13,2018-08-01 03:15:00,11.17,PROC1,5661,-120.13056,39.34000
14,2018-08-01 03:30:00,11.17,PROC1,5661,-120.13056,39.34000
15,2018-08-01 03:45:00,11.17,PROC1,5661,-120.13056,39.34000
16,2018-08-01 04:00:00,11.17,PROC1,5661,-120.13056,39.34000
17,2018-08-01 04:15:00,11.17,PROC1,5661,-120.13056,39.34000
18,2018-08-01 04:30:00,11.17,PROC1,5661,-120.13056,39.34000
19,2018-08-01 04:45:00,11.17,PROC1,5661,-120.13056,39.34000
20,2018-08-01 05:00:00,11.17,PROC1,5661,-120.13056,39.34000
21,2018-08-01 05:15:00,11.17,PROC1,5661,-120.13056,39.34000
22,2018-08-01 05:30:00,11.17,PROC1,5661,-120.13056,39.34000
23,2018-08-01 05:45:00,11.17,PROC1,5661,-120.13056,39.34000
24,2018-08-01 06:00:00,11.17,PROC1,5661,-120.13056,39.34000
25,2018-08-01 06:15:00,11.22,PROC1,5661,-120.13056,39.34000
26,2018-08-01 06:30:00,11.22,PROC1,5661,-120.13056,39.34000
27,2018-08-01 06:45:00,11.22,PROC1,5661,-120.13056,39.34000
28,2018-08-01 07:00:00,11.17,PROC1,5661,-120.13056,39.34000
29,2018-08-01 07:15:00,11.17,PROC1,5661,-120.13056,39.34000
30,2018-08-01 07:30:00,11.17,PROC1,5661,-120.13056,39.34000
31,2018-08-01 07:45:00,11.17,PROC1,5661,-120.13056,39.34000
32,2018-08-01 08:00:00,11.17,PROC1,5661,-120.13056,39.34000
33,2018-08-01 08:15:00,11.17,PROC1,5661,-120.13056,39.34000
34,2018-08-01 08:30:00,11.17,PROC1,5661,-120.13056,39.34000
35,2018-08-01 08:45:00,11.17,PROC1,5661,-120.13056,39.34000
36,2018-08-01 09:00:00,11.17,PROC1,5661,-120.13056,39.34000
