,date_time,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,precip_accum_since_local_midnight_set_1,pressure_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,precip_accum_24_hour_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:08:00,101049.79,,0.0,0.0,89933.54,13.5,31.32,,32.0,0.0,0.0,100148.49,32.22,E9947,3188,-121.00603,39.23863
1,2018-08-01 00:23:00,101015.92,,0.0,0.0,89903.39,13.97,31.46,,33.0,0.0,0.0,100114.89,32.22,E9947,3188,-121.00603,39.23863
2,2018-08-01 00:38:00,101015.92,,0.45,0.0,89903.39,13.94,30.92,,34.0,0.0,0.0,100134.13,31.67,E9947,3188,-121.00603,39.23863
3,2018-08-01 00:53:00,101049.79,,0.0,0.0,89933.54,13.02,30.67,,32.0,0.0,0.0,100167.76,31.67,E9947,3188,-121.00603,39.23863
4,2018-08-01 01:08:00,101015.92,,0.0,0.0,89903.39,13.45,30.27,,34.0,0.0,0.0,100153.82,31.11,E9947,3188,-121.00603,39.23863
5,2018-08-01 01:23:00,101015.92,,0.0,0.0,89903.39,13.89,30.38,,35.0,0.0,0.0,100153.79,31.11,E9947,3188,-121.00603,39.23863
6,2018-08-01 01:38:00,101015.92,,0.0,0.0,89903.39,13.84,29.87,,36.0,0.0,0.0,100173.17,30.56,E9947,3188,-121.00603,39.23863
7,2018-08-01 01:53:00,101015.92,,0.0,0.0,89903.39,14.17,29.47,,38.0,0.0,0.0,100192.96,30.0,E9947,3188,-121.00603,39.23863
8,2018-08-01 02:08:00,101015.92,,0.0,0.0,89903.39,14.06,28.97,,39.0,0.0,0.0,100212.86,29.44,E9947,3188,-121.00603,39.23863
9,2018-08-01 02:23:00,101015.92,,0.0,0.0,89903.39,14.71,28.68,,42.0,0.0,0.0,100232.42,28.89,E9947,3188,-121.00603,39.23863
10,2018-08-01 02:38:00,101015.92,,0.0,0.0,89903.39,13.83,28.04,,41.0,0.0,0.0,100252.52,28.33,E9947,3188,-121.00603,39.23863
11,2018-08-01 02:53:00,101015.92,,0.0,0.0,89903.39,12.95,27.48,,40.0,0.0,0.0,100272.33,27.78,E9947,3188,-121.00603,39.23863
12,2018-08-01 03:08:00,101015.92,,0.0,0.0,89903.39,12.95,27.48,,40.0,0.0,0.0,100272.33,27.78,E9947,3188,-121.00603,39.23863
13,2018-08-01 03:23:00,101049.79,,0.0,0.0,89933.54,13.33,27.54,,41.0,0.0,0.0,100305.93,27.78,E9947,3188,-121.00603,39.23863
14,2018-08-01 03:38:00,101049.79,,0.0,0.0,89933.54,12.82,27.08,,41.0,0.0,0.0,100326.17,27.22,E9947,3188,-121.00603,39.23863
15,2018-08-01 03:53:00,101049.79,,0.0,0.0,89933.54,12.45,27.03,,40.0,0.0,0.0,100326.19,27.22,E9947,3188,-121.00603,39.23863
16,2018-08-01 04:08:00,101083.65,,0.45,0.0,89963.67,11.95,26.44,,40.0,0.0,0.0,100379.75,26.67,E9947,3188,-121.00603,39.23863
17,2018-08-01 04:23:00,101083.65,,0.0,0.0,89963.67,12.33,26.46,,41.0,0.0,0.0,100379.73,26.67,E9947,3188,-121.00603,39.23863
18,2018-08-01 04:38:00,101083.65,,0.0,0.0,89963.67,12.69,26.49,,42.0,0.0,0.0,100379.71,26.67,E9947,3188,-121.00603,39.23863
19,2018-08-01 04:53:00,101083.65,,0.0,0.0,89963.67,12.54,,,43.0,0.0,0.0,100400.08,26.11,E9947,3188,-121.00603,39.23863
20,2018-08-01 05:08:00,101117.52,,0.0,0.0,89993.82,12.89,,,44.0,0.0,0.0,100433.71,26.11,E9947,3188,-121.00603,39.23863
21,2018-08-01 05:23:00,101083.65,,0.45,0.0,89963.67,12.74,,,45.0,0.0,0.0,100420.15,25.56,E9947,3188,-121.00603,39.23863
22,2018-08-01 05:38:00,101083.65,,0.9,0.0,89963.67,12.39,,,44.0,0.0,0.0,100420.17,25.56,E9947,3188,-121.00603,39.23863
23,2018-08-01 05:53:00,101083.65,,0.9,0.0,89963.67,12.39,,,44.0,0.0,0.0,100420.17,25.56,E9947,3188,-121.00603,39.23863
24,2018-08-01 06:08:00,101083.65,,0.45,0.0,89963.67,12.19,,,42.0,0.0,0.0,100400.1,26.11,E9947,3188,-121.00603,39.23863
25,2018-08-01 06:23:00,101083.65,,0.9,0.0,89963.67,11.45,,,40.0,0.0,0.0,100400.14,26.11,E9947,3188,-121.00603,39.23863
26,2018-08-01 06:38:00,101083.65,,0.45,0.0,89963.67,11.06,,,39.0,0.0,0.0,100400.17,26.11,E9947,3188,-121.00603,39.23863
27,2018-08-01 06:53:00,101083.65,,0.0,0.0,89963.67,11.95,26.44,,40.0,0.0,0.0,100379.75,26.67,E9947,3188,-121.00603,39.23863
28,2018-08-01 07:08:00,101083.65,,0.0,0.0,89963.67,11.45,,,40.0,0.0,0.0,100400.14,26.11,E9947,3188,-121.00603,39.23863
29,2018-08-01 07:23:00,101083.65,,0.0,0.0,89963.67,11.06,,,39.0,0.0,0.0,100400.17,26.11,E9947,3188,-121.00603,39.23863
30,2018-08-01 07:38:00,101083.65,,0.45,0.0,89963.67,11.18,26.38,,38.0,0.0,0.0,100379.79,26.67,E9947,3188,-121.00603,39.23863
31,2018-08-01 07:53:00,101083.65,,0.0,0.0,89963.67,11.18,26.38,,38.0,0.0,0.0,100379.79,26.67,E9947,3188,-121.00603,39.23863
32,2018-08-01 08:08:00,101083.65,,0.0,0.0,89963.67,10.78,26.36,,37.0,0.0,0.0,100379.82,26.67,E9947,3188,-121.00603,39.23863
33,2018-08-01 08:23:00,101049.79,,0.0,0.0,89933.54,10.78,26.36,,37.0,0.0,0.0,100346.2,26.67,E9947,3188,-121.00603,39.23863
34,2018-08-01 08:38:00,101049.79,,0.0,0.0,89933.54,10.27,,,37.0,0.0,0.0,100366.58,26.11,E9947,3188,-121.00603,39.23863
35,2018-08-01 08:53:00,101049.79,,0.0,0.0,89933.54,9.87,,,36.0,0.0,0.0,100366.6,26.11,E9947,3188,-121.00603,39.23863
36,2018-08-01 09:08:00,101049.79,,0.0,0.0,89933.54,10.27,,,37.0,0.0,0.0,100366.58,26.11,E9947,3188,-121.00603,39.23863
37,2018-08-01 09:23:00,101049.79,,0.0,0.0,89933.54,9.37,,,36.0,0.0,0.0,100386.7,25.56,E9947,3188,-121.00603,39.23863
38,2018-08-01 09:39:00,101049.79,,0.0,0.0,89933.54,10.18,,,38.0,0.0,0.0,100386.66,25.56,E9947,3188,-121.00603,39.23863
39,2018-08-01 09:53:00,101049.79,,0.0,0.0,89933.54,9.78,,,37.0,0.0,0.0,100386.68,25.56,E9947,3188,-121.00603,39.23863
40,2018-08-01 10:08:00,101015.92,,0.0,0.0,89903.39,10.44,,,40.0,0.0,0.0,100373.5,25.0,E9947,3188,-121.00603,39.23863
41,2018-08-01 10:23:00,101015.92,,0.0,0.0,89903.39,9.68,,,38.0,0.0,0.0,100373.54,25.0,E9947,3188,-121.00603,39.23863
42,2018-08-01 10:38:00,101015.92,,0.0,0.0,89903.39,8.53,,,34.0,0.0,0.0,100353.08,25.56,E9947,3188,-121.00603,39.23863
43,2018-08-01 10:53:00,101015.92,,0.0,0.0,89903.39,8.09,,,33.0,0.0,0.0,100353.1,25.56,E9947,3188,-121.00603,39.23863
44,2018-08-01 11:08:00,101015.92,,0.0,0.0,89903.39,8.09,,,33.0,0.0,0.0,100353.1,25.56,E9947,3188,-121.00603,39.23863
