,date_time,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,precip_accum_since_local_midnight_set_1,pressure_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,relative_humidity_set_1,wind_speed_set_1,precip_accum_24_hour_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:01:00,101286.84,,2.68,0.0,92484.76,15.44,35.49,,30.0,0.0,0.0,100529.95,35.56,AS856,2493,-121.07000,39.21933
1,2018-08-01 00:06:00,101286.84,W,1.34,0.0,92484.76,15.44,35.49,277.0,30.0,0.45,0.0,100529.95,35.56,AS856,2493,-121.07000,39.21933
2,2018-08-01 00:11:00,101286.84,,1.34,0.0,92484.76,15.44,35.49,,30.0,0.0,0.0,100529.95,35.56,AS856,2493,-121.07000,39.21933
3,2018-08-01 00:16:00,101286.84,,1.34,0.0,92484.76,14.92,35.27,,29.0,0.0,0.0,100529.97,35.56,AS856,2493,-121.07000,39.21933
4,2018-08-01 00:21:00,101286.84,,1.34,0.0,92484.76,15.44,35.49,,30.0,0.0,0.0,100529.95,35.56,AS856,2493,-121.07000,39.21933
5,2018-08-01 00:26:00,101252.97,,1.34,0.0,92453.83,14.38,35.05,,28.0,0.0,0.0,100496.38,35.56,AS856,2493,-121.07000,39.21933
6,2018-08-01 00:31:00,101252.97,,1.34,0.0,92453.83,14.92,35.27,,29.0,0.0,0.0,100496.35,35.56,AS856,2493,-121.07000,39.21933
7,2018-08-01 00:36:00,101252.97,,0.0,0.0,92453.83,14.38,35.05,,28.0,0.0,0.0,100496.38,35.56,AS856,2493,-121.07000,39.21933
8,2018-08-01 00:41:00,101252.97,,0.0,0.0,92453.83,14.38,35.05,,28.0,0.0,0.0,100496.38,35.56,AS856,2493,-121.07000,39.21933
9,2018-08-01 00:46:00,101252.97,,0.0,0.0,92453.83,14.92,35.27,,29.0,0.0,0.0,100496.35,35.56,AS856,2493,-121.07000,39.21933
10,2018-08-01 00:51:00,101252.97,S,1.34,0.0,92453.83,14.38,35.05,184.0,28.0,0.45,0.0,100496.38,35.56,AS856,2493,-121.07000,39.21933
11,2018-08-01 00:56:00,101286.84,,1.34,0.0,92484.76,14.43,34.47,,29.0,0.0,0.0,100545.12,35.0,AS856,2493,-121.07000,39.21933
12,2018-08-01 01:02:00,101252.97,,1.34,0.0,92453.83,15.95,35.11,,32.0,0.0,0.0,100511.41,35.0,AS856,2493,-121.07000,39.21933
13,2018-08-01 01:06:00,101252.97,,0.45,0.0,92453.83,14.43,34.47,,29.0,0.0,0.0,100511.49,35.0,AS856,2493,-121.07000,39.21933
14,2018-08-01 01:11:00,101252.97,,0.45,0.0,92453.83,14.95,34.67,,30.0,0.0,0.0,100511.47,35.0,AS856,2493,-121.07000,39.21933
15,2018-08-01 01:16:00,101252.97,,0.45,0.0,92453.83,14.43,34.47,,29.0,0.0,0.0,100511.49,35.0,AS856,2493,-121.07000,39.21933
16,2018-08-01 01:21:00,101252.97,,0.45,0.0,92453.83,13.89,34.27,,28.0,0.0,0.0,100511.52,35.0,AS856,2493,-121.07000,39.21933
17,2018-08-01 01:26:00,101252.97,,0.45,0.0,92453.83,14.43,34.47,,29.0,0.0,0.0,100511.49,35.0,AS856,2493,-121.07000,39.21933
18,2018-08-01 01:31:00,101252.97,,0.45,0.0,92453.83,14.46,33.88,,30.0,0.0,0.0,100526.66,34.44,AS856,2493,-121.07000,39.21933
19,2018-08-01 01:36:00,101252.97,,0.0,0.0,92453.83,14.97,34.08,,31.0,0.0,0.0,100526.63,34.44,AS856,2493,-121.07000,39.21933
20,2018-08-01 01:41:00,101219.11,,0.0,0.0,92422.92,15.46,34.28,,32.0,0.0,0.0,100493.0,34.44,AS856,2493,-121.07000,39.21933
21,2018-08-01 01:46:00,101219.11,,0.0,0.0,92422.92,14.97,33.49,,32.0,0.0,0.0,100507.97,33.89,AS856,2493,-121.07000,39.21933
22,2018-08-01 01:51:00,101219.11,,0.0,0.0,92422.92,14.97,33.49,,32.0,0.0,0.0,100507.97,33.89,AS856,2493,-121.07000,39.21933
23,2018-08-01 01:56:00,101219.11,,0.0,0.0,92422.92,15.42,33.08,,34.0,0.0,0.0,100523.23,33.33,AS856,2493,-121.07000,39.21933
24,2018-08-01 02:01:00,101252.97,,0.0,0.0,92453.83,15.87,33.27,,35.0,0.0,0.0,100556.82,33.33,AS856,2493,-121.07000,39.21933
25,2018-08-01 02:06:00,101252.97,,0.0,0.0,92453.83,15.87,33.27,,35.0,0.0,0.0,100556.82,33.33,AS856,2493,-121.07000,39.21933
26,2018-08-01 02:11:00,101219.11,,0.0,0.0,92422.92,15.82,32.67,,36.0,0.0,0.0,100538.27,32.78,AS856,2493,-121.07000,39.21933
27,2018-08-01 02:16:00,101252.97,,0.0,0.0,92453.83,15.82,32.67,,36.0,0.0,0.0,100571.89,32.78,AS856,2493,-121.07000,39.21933
28,2018-08-01 02:21:00,101219.11,,0.0,0.0,92422.92,15.74,32.07,,37.0,0.0,0.0,100553.67,32.22,AS856,2493,-121.07000,39.21933
29,2018-08-01 02:26:00,101219.11,,0.0,0.0,92422.92,16.56,32.41,,39.0,0.0,0.0,100553.62,32.22,AS856,2493,-121.07000,39.21933
30,2018-08-01 02:31:00,101252.97,,0.0,0.0,92453.83,16.46,31.81,,40.0,0.0,0.0,100602.44,31.67,AS856,2493,-121.07000,39.21933
31,2018-08-01 02:36:00,101219.11,,0.45,0.0,92422.92,15.96,31.06,,40.0,0.0,0.0,100584.34,31.11,AS856,2493,-121.07000,39.21933
32,2018-08-01 02:41:00,101219.11,,0.45,0.0,92422.92,15.46,30.36,,40.0,0.0,0.0,100599.66,30.56,AS856,2493,-121.07000,39.21933
33,2018-08-01 02:46:00,101252.97,,0.45,0.0,92453.83,15.72,29.93,,42.0,0.0,0.0,100648.92,30.0,AS856,2493,-121.07000,39.21933
34,2018-08-01 02:51:00,101252.97,,0.45,0.0,92453.83,15.72,29.93,,42.0,0.0,0.0,100648.92,30.0,AS856,2493,-121.07000,39.21933
35,2018-08-01 02:57:00,101252.97,,0.45,0.0,92453.83,15.21,29.27,,42.0,0.0,0.0,100664.64,29.44,AS856,2493,-121.07000,39.21933
36,2018-08-01 03:01:00,101252.97,,0.45,0.0,92453.83,15.21,29.27,,42.0,0.0,0.0,100664.64,29.44,AS856,2493,-121.07000,39.21933
37,2018-08-01 03:06:00,101252.97,,0.0,0.0,92453.83,15.43,28.87,,44.0,0.0,0.0,100680.1,28.89,AS856,2493,-121.07000,39.21933
38,2018-08-01 03:11:00,101252.97,,0.0,0.0,92453.83,16.12,29.07,,46.0,0.0,0.0,100680.06,28.89,AS856,2493,-121.07000,39.21933
39,2018-08-01 03:16:00,101252.97,,0.0,0.0,92453.83,15.61,28.45,,46.0,0.0,0.0,100695.9,28.33,AS856,2493,-121.07000,39.21933
40,2018-08-01 03:21:00,101286.84,,0.0,0.0,92484.76,15.44,27.97,,47.0,0.0,0.0,100745.19,27.78,AS856,2493,-121.07000,39.21933
41,2018-08-01 03:26:00,101286.84,,0.0,0.0,92484.76,15.77,28.05,,48.0,0.0,0.0,100745.17,27.78,AS856,2493,-121.07000,39.21933
42,2018-08-01 03:31:00,101286.84,,0.0,0.0,92484.76,15.58,27.56,,49.0,0.0,0.0,100761.12,27.22,AS856,2493,-121.07000,39.21933
43,2018-08-01 03:36:00,101286.84,,0.0,0.0,92484.76,15.38,27.12,,50.0,0.0,0.0,100776.84,26.67,AS856,2493,-121.07000,39.21933
44,2018-08-01 03:41:00,101286.84,,0.0,0.0,92484.76,15.69,27.17,,51.0,0.0,0.0,100776.83,26.67,AS856,2493,-121.07000,39.21933
45,2018-08-01 03:46:00,101286.84,,0.0,0.0,92484.76,16.0,27.22,,52.0,0.0,0.0,100776.81,26.67,AS856,2493,-121.07000,39.21933
46,2018-08-01 03:51:00,101286.84,,0.0,0.0,92484.76,15.77,,,53.0,0.0,0.0,100792.88,26.11,AS856,2493,-121.07000,39.21933
