,date_time,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,precip_accum_since_local_midnight_set_1,pressure_set_1d,dew_point_temperature_set_1d,heat_index_set_1d,wind_direction_set_1,wind_speed_set_1,relative_humidity_set_1,solar_radiation_set_1,precip_accum_24_hour_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:11:00,101523.88,,0.0,0.0,88172.6,11.96,31.47,,0.0,28.0,422.0,0.0,100347.98,32.78,E5697,3848,-122.41033,41.39650
1,2018-08-01 00:26:00,101523.88,,0.0,0.0,88172.6,11.96,31.47,,0.0,28.0,352.0,0.0,100347.98,32.78,E5697,3848,-122.41033,41.39650
2,2018-08-01 00:41:00,101523.88,,0.0,0.0,88172.6,13.01,31.73,,0.0,30.0,320.0,0.0,100347.91,32.78,E5697,3848,-122.41033,41.39650
3,2018-08-01 00:56:00,101523.88,,0.0,0.0,88172.6,11.96,31.47,,0.0,28.0,272.0,0.0,100347.98,32.78,E5697,3848,-122.41033,41.39650
4,2018-08-01 01:11:00,101490.02,,0.0,0.0,88143.19,12.01,30.95,,0.0,29.0,236.0,0.0,100338.01,32.22,E5697,3848,-122.41033,41.39650
5,2018-08-01 01:26:00,101490.02,,0.45,0.0,88143.19,11.53,30.34,,0.0,29.0,185.0,0.0,100361.21,31.67,E5697,3848,-122.41033,41.39650
6,2018-08-01 01:41:00,101490.02,,0.0,0.0,88143.19,12.54,30.56,,0.0,31.0,144.0,0.0,100361.14,31.67,E5697,3848,-122.41033,41.39650
7,2018-08-01 01:56:00,101490.02,,0.9,0.0,88143.19,11.07,29.29,,0.0,30.0,109.0,0.0,100408.28,30.56,E5697,3848,-122.41033,41.39650
8,2018-08-01 02:11:00,101523.88,,2.23,0.0,88172.6,8.53,28.07,,0.0,27.0,81.0,0.0,100489.77,29.44,E5697,3848,-122.41033,41.39650
9,2018-08-01 02:26:00,101557.75,,1.34,0.0,88202.01,8.62,27.29,,0.0,29.0,49.0,0.0,100571.09,28.33,E5697,3848,-122.41033,41.39650
10,2018-08-01 02:41:00,101557.75,,0.0,0.0,88202.01,7.65,26.52,,0.0,29.0,32.0,0.0,100619.31,27.22,E5697,3848,-122.41033,41.39650
11,2018-08-01 02:56:00,101591.61,,0.0,0.0,88231.42,8.62,26.23,,0.0,32.0,19.0,0.0,100676.82,26.67,E5697,3848,-122.41033,41.39650
12,2018-08-01 03:11:00,101625.47,,0.0,0.0,88260.83,8.53,,,0.0,34.0,7.0,0.0,100759.16,25.56,E5697,3848,-122.41033,41.39650
13,2018-08-01 03:26:00,101625.47,,0.0,0.0,88260.83,9.94,,,0.0,40.0,0.0,0.0,100808.67,24.44,E5697,3848,-122.41033,41.39650
14,2018-08-01 03:41:00,101625.47,,0.0,0.0,88260.83,9.3,,,0.0,41.0,0.0,0.0,100858.25,23.33,E5697,3848,-122.41033,41.39650
15,2018-08-01 03:56:00,101659.34,,0.0,0.0,88290.24,9.35,,,0.0,44.0,0.0,0.0,100941.81,22.22,E5697,3848,-122.41033,41.39650
16,2018-08-01 04:11:00,101659.34,,0.0,0.0,88290.24,9.18,,,0.0,45.0,0.0,0.0,100966.72,21.67,E5697,3848,-122.41033,41.39650
17,2018-08-01 04:26:00,101693.2,,0.0,0.0,88319.65,9.31,,,0.0,47.0,0.0,0.0,101025.8,21.11,E5697,3848,-122.41033,41.39650
18,2018-08-01 04:42:00,101693.2,,0.0,0.0,88319.65,8.81,,,0.0,47.0,0.0,0.0,101050.94,20.56,E5697,3848,-122.41033,41.39650
19,2018-08-01 04:56:00,101727.07,,0.0,0.0,88349.07,8.6,,,0.0,48.0,0.0,0.0,101110.28,20.0,E5697,3848,-122.41033,41.39650
20,2018-08-01 05:11:00,101727.07,,0.0,0.0,88349.07,8.39,,,0.0,49.0,0.0,0.0,101136.07,19.44,E5697,3848,-122.41033,41.39650
21,2018-08-01 05:26:00,101760.93,,0.0,0.0,88378.47,8.39,,,0.0,49.0,0.0,0.0,101169.72,19.44,E5697,3848,-122.41033,41.39650
22,2018-08-01 05:42:00,101727.07,,0.0,0.0,88349.07,7.89,,,0.0,49.0,0.0,0.0,101161.51,18.89,E5697,3848,-122.41033,41.39650
23,2018-08-01 05:57:00,101760.93,,0.0,0.0,88378.47,7.58,,,0.0,48.0,0.0,0.0,101195.19,18.89,E5697,3848,-122.41033,41.39650
24,2018-08-01 06:12:00,101760.93,,0.0,0.0,88378.47,7.37,,,0.0,49.0,0.0,0.0,101221.2,18.33,E5697,3848,-122.41033,41.39650
25,2018-08-01 06:27:00,101760.93,,0.0,0.0,88378.47,7.37,,,0.0,49.0,0.0,0.0,101221.2,18.33,E5697,3848,-122.41033,41.39650
26,2018-08-01 06:42:00,101760.93,,0.0,0.0,88378.47,7.37,,,0.0,49.0,0.0,0.0,101221.2,18.33,E5697,3848,-122.41033,41.39650
27,2018-08-01 06:57:00,101760.93,,0.0,0.0,88378.47,7.37,,,0.0,49.0,0.0,0.0,101221.2,18.33,E5697,3848,-122.41033,41.39650
28,2018-08-01 07:12:00,101794.79,,0.0,0.0,88407.88,7.37,,,0.0,49.0,0.0,0.0,101254.88,18.33,E5697,3848,-122.41033,41.39650
29,2018-08-01 07:27:00,101794.79,,0.0,0.0,88407.88,7.37,,,0.0,49.0,0.0,0.0,101254.88,18.33,E5697,3848,-122.41033,41.39650
30,2018-08-01 07:42:00,101760.93,,0.0,0.0,88378.47,6.86,,,0.0,49.0,0.0,0.0,101246.85,17.78,E5697,3848,-122.41033,41.39650
31,2018-08-01 07:57:00,101760.93,,0.0,0.0,88378.47,7.16,,,0.0,50.0,0.0,0.0,101246.84,17.78,E5697,3848,-122.41033,41.39650
32,2018-08-01 08:12:00,101760.93,,0.0,0.0,88378.47,7.16,,,0.0,50.0,0.0,0.0,101246.84,17.78,E5697,3848,-122.41033,41.39650
33,2018-08-01 08:27:00,101760.93,,0.0,0.0,88378.47,7.96,,,0.0,51.0,0.0,0.0,101221.16,18.33,E5697,3848,-122.41033,41.39650
34,2018-08-01 08:42:00,101760.93,,0.0,0.0,88378.47,7.73,,,0.0,52.0,0.0,0.0,101246.81,17.78,E5697,3848,-122.41033,41.39650
35,2018-08-01 08:57:00,101760.93,,0.0,0.0,88378.47,6.93,,,0.0,51.0,0.0,0.0,101273.05,17.22,E5697,3848,-122.41033,41.39650
36,2018-08-01 09:12:00,101760.93,,0.0,0.0,88378.47,7.21,,,0.0,52.0,0.0,0.0,101273.04,17.22,E5697,3848,-122.41033,41.39650
37,2018-08-01 09:27:00,101760.93,,0.0,0.0,88378.47,6.93,,,0.0,51.0,0.0,0.0,101273.05,17.22,E5697,3848,-122.41033,41.39650
38,2018-08-01 09:42:00,101760.93,,0.0,0.0,88378.47,7.49,,,0.0,53.0,0.0,0.0,101273.02,17.22,E5697,3848,-122.41033,41.39650
39,2018-08-01 09:57:00,101760.93,,0.0,0.0,88378.47,7.53,,,0.0,55.0,0.0,0.0,101298.86,16.67,E5697,3848,-122.41033,41.39650
40,2018-08-01 10:12:00,101760.93,,0.0,0.0,88378.47,7.27,,,0.0,56.0,0.0,0.0,101325.28,16.11,E5697,3848,-122.41033,41.39650
41,2018-08-01 10:27:00,101760.93,,0.0,0.0,88378.47,7.27,,,0.0,56.0,0.0,0.0,101325.28,16.11,E5697,3848,-122.41033,41.39650
42,2018-08-01 10:42:00,101760.93,,0.0,0.0,88378.47,7.27,,,0.0,56.0,0.0,0.0,101325.28,16.11,E5697,3848,-122.41033,41.39650
43,2018-08-01 10:57:00,101760.93,,0.0,0.0,88378.47,7.52,,,0.0,59.0,0.0,0.0,101351.32,15.56,E5697,3848,-122.41033,41.39650
44,2018-08-01 11:12:00,101727.07,,0.0,0.0,88349.07,7.52,,,0.0,59.0,0.0,0.0,101317.6,15.56,E5697,3848,-122.41033,41.39650
45,2018-08-01 11:27:00,101727.07,,0.0,0.0,88349.07,6.99,,,0.0,59.0,0.0,0.0,101344.25,15.0,E5697,3848,-122.41033,41.39650
46,2018-08-01 11:42:00,101727.07,,0.0,0.0,88349.07,7.52,,,0.0,59.0,0.0,0.0,101317.6,15.56,E5697,3848,-122.41033,41.39650
47,2018-08-01 11:57:00,101693.2,,0.0,0.0,88319.65,6.99,,,0.0,59.0,0.0,0.0,101310.5,15.0,E5697,3848,-122.41033,41.39650
48,2018-08-01 12:12:00,101693.2,,0.0,0.0,88319.65,7.48,,,0.0,61.0,0.0,0.0,101310.48,15.0,E5697,3848,-122.41033,41.39650
49,2018-08-01 12:27:00,101693.2,,0.0,0.0,88319.65,6.95,,,0.0,61.0,0.0,0.0,101337.22,14.44,E5697,3848,-122.41033,41.39650
50,2018-08-01 12:42:00,101693.2,,0.0,0.0,88319.65,7.48,,,0.0,61.0,0.0,0.0,101310.48,15.0,E5697,3848,-122.41033,41.39650
51,2018-08-01 12:57:00,101693.2,,0.0,0.0,88319.65,7.72,,,0.0,62.0,0.0,0.0,101310.46,15.0,E5697,3848,-122.41033,41.39650
52,2018-08-01 13:12:00,101693.2,,0.0,0.0,88319.65,7.19,,,0.0,62.0,0.0,0.0,101337.21,14.44,E5697,3848,-122.41033,41.39650
53,2018-08-01 13:27:00,101727.07,,0.0,0.0,88349.07,7.43,,,0.0,63.0,7.0,0.0,101370.95,14.44,E5697,3848,-122.41033,41.39650
54,2018-08-01 13:42:00,101727.07,,0.0,0.0,88349.07,7.66,,,0.0,64.0,18.0,0.0,101370.94,14.44,E5697,3848,-122.41033,41.39650
55,2018-08-01 13:57:00,101760.93,,0.0,0.0,88378.47,7.66,,,0.0,64.0,30.0,0.0,101404.68,14.44,E5697,3848,-122.41033,41.39650
56,2018-08-01 14:12:00,101760.93,,0.45,0.0,88378.47,7.59,,,0.0,66.0,40.0,0.0,101431.05,13.89,E5697,3848,-122.41033,41.39650
57,2018-08-01 14:28:00,101760.93,,0.0,0.0,88378.47,8.25,,,0.0,69.0,54.0,0.0,101431.01,13.89,E5697,3848,-122.41033,41.39650
58,2018-08-01 14:43:00,101760.93,,0.0,0.0,88378.47,9.41,,,0.0,72.0,67.0,0.0,101404.57,14.44,E5697,3848,-122.41033,41.39650
59,2018-08-01 14:58:00,101794.79,,0.0,0.0,88407.88,9.62,,,0.0,73.0,81.0,0.0,101438.3,14.44,E5697,3848,-122.41033,41.39650
60,2018-08-01 15:13:00,101794.79,,0.0,0.0,88407.88,10.77,,,0.0,76.0,97.0,0.0,101411.48,15.0,E5697,3848,-122.41033,41.39650
61,2018-08-01 15:28:00,101794.79,,0.0,0.0,88407.88,10.77,,,0.0,76.0,114.0,0.0,101411.48,15.0,E5697,3848,-122.41033,41.39650
62,2018-08-01 15:43:00,101794.79,,0.0,0.0,88407.88,10.91,,,0.0,74.0,125.0,0.0,101384.84,15.56,E5697,3848,-122.41033,41.39650
63,2018-08-01 15:58:00,101794.79,,0.0,0.0,88407.88,11.64,,,0.0,75.0,148.0,0.0,101358.73,16.11,E5697,3848,-122.41033,41.39650
64,2018-08-01 16:13:00,101794.79,,0.0,0.0,88407.88,11.77,,,0.0,73.0,271.0,0.0,101332.3,16.67,E5697,3848,-122.41033,41.39650
65,2018-08-01 16:28:00,101760.93,,0.45,0.0,88378.47,10.07,,,0.0,63.0,146.0,0.0,101272.87,17.22,E5697,3848,-122.41033,41.39650
66,2018-08-01 16:43:00,101760.93,,0.45,0.0,88378.47,10.63,,,0.0,61.0,158.0,0.0,101221.0,18.33,E5697,3848,-122.41033,41.39650
67,2018-08-01 16:58:00,101760.93,,0.45,0.0,88378.47,11.41,,,0.0,62.0,179.0,0.0,101194.96,18.89,E5697,3848,-122.41033,41.39650
68,2018-08-01 17:13:00,101760.93,,0.0,0.0,88378.47,9.84,,,0.0,54.0,167.0,0.0,101169.64,19.44,E5697,3848,-122.41033,41.39650
69,2018-08-01 17:28:00,101760.93,,0.9,0.0,88378.47,9.73,,,0.0,50.0,418.0,0.0,101118.18,20.56,E5697,3848,-122.41033,41.39650
