,date_time,relative_humidity_set_1,snow_depth_set_1,snow_water_equiv_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,,,,LLPC1,8234,-121.50667,40.46833
1,2018-08-01 00:20:00,,,,LLPC1,8234,-121.50667,40.46833
2,2018-08-01 00:40:00,,,,LLPC1,8234,-121.50667,40.46833
3,2018-08-01 01:00:00,,,,LLPC1,8234,-121.50667,40.46833
4,2018-08-01 01:20:00,,,,LLPC1,8234,-121.50667,40.46833
5,2018-08-01 01:40:00,,,,LLPC1,8234,-121.50667,40.46833
6,2018-08-01 02:00:00,,,,LLPC1,8234,-121.50667,40.46833
7,2018-08-01 02:20:00,,9194.292,,LLPC1,8234,-121.50667,40.46833
8,2018-08-01 02:40:00,,9194.292,,LLPC1,8234,-121.50667,40.46833
9,2018-08-01 03:00:00,,,,LLPC1,8234,-121.50667,40.46833
10,2018-08-01 03:20:00,,,,LLPC1,8234,-121.50667,40.46833
11,2018-08-01 03:40:00,,,,LLPC1,8234,-121.50667,40.46833
12,2018-08-01 04:00:00,,,,LLPC1,8234,-121.50667,40.46833
13,2018-08-01 04:20:00,,,,LLPC1,8234,-121.50667,40.46833
14,2018-08-01 04:40:00,,,,LLPC1,8234,-121.50667,40.46833
15,2018-08-01 05:00:00,,,,LLPC1,8234,-121.50667,40.46833
16,2018-08-01 05:20:00,,,,LLPC1,8234,-121.50667,40.46833
17,2018-08-01 05:40:00,,1.778,,LLPC1,8234,-121.50667,40.46833
18,2018-08-01 06:00:00,,,,LLPC1,8234,-121.50667,40.46833
19,2018-08-01 06:20:00,,,,LLPC1,8234,-121.50667,40.46833
20,2018-08-01 06:40:00,,,,LLPC1,8234,-121.50667,40.46833
21,2018-08-01 07:00:00,,,,LLPC1,8234,-121.50667,40.46833
22,2018-08-01 07:20:00,,,,LLPC1,8234,-121.50667,40.46833
23,2018-08-01 07:40:00,,,,LLPC1,8234,-121.50667,40.46833
24,2018-08-01 08:00:00,,1256.538,,LLPC1,8234,-121.50667,40.46833
25,2018-08-01 08:20:00,,,,LLPC1,8234,-121.50667,40.46833
26,2018-08-01 08:40:00,,,,LLPC1,8234,-121.50667,40.46833
27,2018-08-01 09:00:00,,,,LLPC1,8234,-121.50667,40.46833
28,2018-08-01 09:20:00,,,,LLPC1,8234,-121.50667,40.46833
29,2018-08-01 09:40:00,,,,LLPC1,8234,-121.50667,40.46833
30,2018-08-01 10:00:00,,,,LLPC1,8234,-121.50667,40.46833
31,2018-08-01 10:20:00,,,,LLPC1,8234,-121.50667,40.46833
32,2018-08-01 10:40:00,,,,LLPC1,8234,-121.50667,40.46833
33,2018-08-01 11:00:00,,,,LLPC1,8234,-121.50667,40.46833
34,2018-08-01 11:20:00,,,,LLPC1,8234,-121.50667,40.46833
35,2018-08-01 11:40:00,,,,LLPC1,8234,-121.50667,40.46833
36,2018-08-01 12:00:00,,,,LLPC1,8234,-121.50667,40.46833
37,2018-08-01 12:20:00,,,,LLPC1,8234,-121.50667,40.46833
38,2018-08-01 12:40:00,,,,LLPC1,8234,-121.50667,40.46833
39,2018-08-01 13:00:00,,,,LLPC1,8234,-121.50667,40.46833
40,2018-08-01 13:20:00,,,,LLPC1,8234,-121.50667,40.46833
41,2018-08-01 13:40:00,,,,LLPC1,8234,-121.50667,40.46833
42,2018-08-01 14:00:00,,,,LLPC1,8234,-121.50667,40.46833
43,2018-08-01 14:20:00,,,,LLPC1,8234,-121.50667,40.46833
44,2018-08-01 14:40:00,,,,LLPC1,8234,-121.50667,40.46833
45,2018-08-01 15:00:00,,,,LLPC1,8234,-121.50667,40.46833
46,2018-08-01 15:20:00,,,,LLPC1,8234,-121.50667,40.46833
47,2018-08-01 15:40:00,,,,LLPC1,8234,-121.50667,40.46833
48,2018-08-01 16:00:00,,,,LLPC1,8234,-121.50667,40.46833
49,2018-08-01 16:20:00,,,,LLPC1,8234,-121.50667,40.46833
50,2018-08-01 16:40:00,,,,LLPC1,8234,-121.50667,40.46833
51,2018-08-01 17:00:00,,,,LLPC1,8234,-121.50667,40.46833
52,2018-08-01 17:20:00,,,,LLPC1,8234,-121.50667,40.46833
53,2018-08-01 17:40:00,,,,LLPC1,8234,-121.50667,40.46833
54,2018-08-01 18:00:00,,,,LLPC1,8234,-121.50667,40.46833
55,2018-08-01 18:20:00,,,,LLPC1,8234,-121.50667,40.46833
56,2018-08-01 18:40:00,,,,LLPC1,8234,-121.50667,40.46833
57,2018-08-01 19:00:00,,,,LLPC1,8234,-121.50667,40.46833
58,2018-08-01 19:20:00,,,,LLPC1,8234,-121.50667,40.46833
59,2018-08-01 19:40:00,,,,LLPC1,8234,-121.50667,40.46833
60,2018-08-01 20:00:00,,,,LLPC1,8234,-121.50667,40.46833
61,2018-08-01 20:20:00,,,,LLPC1,8234,-121.50667,40.46833
62,2018-08-01 20:40:00,,,,LLPC1,8234,-121.50667,40.46833
63,2018-08-01 21:00:00,,,,LLPC1,8234,-121.50667,40.46833
64,2018-08-01 21:20:00,,,,LLPC1,8234,-121.50667,40.46833
65,2018-08-01 21:40:00,,,,LLPC1,8234,-121.50667,40.46833
66,2018-08-01 22:00:00,,,,LLPC1,8234,-121.50667,40.46833
67,2018-08-01 22:20:00,,,,LLPC1,8234,-121.50667,40.46833
68,2018-08-01 22:40:00,,,,LLPC1,8234,-121.50667,40.46833
69,2018-08-01 23:00:00,,,,LLPC1,8234,-121.50667,40.46833
70,2018-08-01 23:20:00,,,,LLPC1,8234,-121.50667,40.46833
71,2018-08-01 23:40:00,,,,LLPC1,8234,-121.50667,40.46833
72,2018-08-02 00:00:00,,,,LLPC1,8234,-121.50667,40.46833
73,2018-08-02 00:20:00,,,,LLPC1,8234,-121.50667,40.46833
74,2018-08-02 00:40:00,,,,LLPC1,8234,-121.50667,40.46833
75,2018-08-02 01:00:00,,,,LLPC1,8234,-121.50667,40.46833
76,2018-08-02 01:20:00,,,,LLPC1,8234,-121.50667,40.46833
77,2018-08-02 01:40:00,,,,LLPC1,8234,-121.50667,40.46833
78,2018-08-02 02:00:00,,9193.53,,LLPC1,8234,-121.50667,40.46833
79,2018-08-02 02:20:00,,,,LLPC1,8234,-121.50667,40.46833
80,2018-08-02 02:40:00,,,,LLPC1,8234,-121.50667,40.46833
81,2018-08-02 03:00:00,,,,LLPC1,8234,-121.50667,40.46833
82,2018-08-02 03:20:00,,,,LLPC1,8234,-121.50667,40.46833
83,2018-08-02 03:40:00,,9197.848,,LLPC1,8234,-121.50667,40.46833
84,2018-08-02 04:00:00,,,,LLPC1,8234,-121.50667,40.46833
85,2018-08-02 04:20:00,,,,LLPC1,8234,-121.50667,40.46833
86,2018-08-02 04:40:00,,,,LLPC1,8234,-121.50667,40.46833
87,2018-08-02 05:00:00,,,,LLPC1,8234,-121.50667,40.46833
88,2018-08-02 05:20:00,,10.668,,LLPC1,8234,-121.50667,40.46833
89,2018-08-02 05:40:00,,,,LLPC1,8234,-121.50667,40.46833
90,2018-08-02 06:00:00,,12.954,,LLPC1,8234,-121.50667,40.46833
91,2018-08-02 06:20:00,,,,LLPC1,8234,-121.50667,40.46833
92,2018-08-02 06:40:00,,5.588,,LLPC1,8234,-121.50667,40.46833
93,2018-08-02 07:00:00,,3.81,,LLPC1,8234,-121.50667,40.46833
94,2018-08-02 07:20:00,,,,LLPC1,8234,-121.50667,40.46833
95,2018-08-02 07:40:00,,2.286,,LLPC1,8234,-121.50667,40.46833
96,2018-08-02 08:00:00,,,,LLPC1,8234,-121.50667,40.46833
97,2018-08-02 08:20:00,,,,LLPC1,8234,-121.50667,40.46833
98,2018-08-02 08:40:00,,,,LLPC1,8234,-121.50667,40.46833
99,2018-08-02 09:00:00,,,,LLPC1,8234,-121.50667,40.46833
100,2018-08-02 09:20:00,,,,LLPC1,8234,-121.50667,40.46833
101,2018-08-02 09:40:00,,,,LLPC1,8234,-121.50667,40.46833
102,2018-08-02 10:00:00,,,,LLPC1,8234,-121.50667,40.46833
103,2018-08-02 10:20:00,,,,LLPC1,8234,-121.50667,40.46833
104,2018-08-02 10:40:00,,,,LLPC1,8234,-121.50667,40.46833
105,2018-08-02 11:00:00,,9201.15,,LLPC1,8234,-121.50667,40.46833
106,2018-08-02 11:20:00,,,,LLPC1,8234,-121.50667,40.46833
107,2018-08-02 11:40:00,,,,LLPC1,8234,-121.50667,40.46833
108,2018-08-02 12:00:00,,,,LLPC1,8234,-121.50667,40.46833
109,2018-08-02 12:20:00,,,,LLPC1,8234,-121.50667,40.46833
110,2018-08-02 12:40:00,,,,LLPC1,8234,-121.50667,40.46833
111,2018-08-02 13:00:00,,,,LLPC1,8234,-121.50667,40.46833
112,2018-08-02 13:20:00,,,,LLPC1,8234,-121.50667,40.46833
113,2018-08-02 13:40:00,,,,LLPC1,8234,-121.50667,40.46833
114,2018-08-02 14:00:00,,,,LLPC1,8234,-121.50667,40.46833
115,2018-08-02 14:20:00,,,,LLPC1,8234,-121.50667,40.46833
