,date_time,precip_accum_set_1,volt_set_1,air_temp_set_1,precip_accum_one_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
0,2018-08-01 00:00:00,547.624,13.68,30.42,0.0,TYRC1,3956,-122.81694,40.91694
1,2018-08-01 00:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
2,2018-08-01 00:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
3,2018-08-01 00:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
4,2018-08-01 01:00:00,547.624,13.6,29.36,0.0,TYRC1,3956,-122.81694,40.91694
5,2018-08-01 01:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
6,2018-08-01 01:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
7,2018-08-01 01:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
8,2018-08-01 02:00:00,547.624,13.53,30.59,0.0,TYRC1,3956,-122.81694,40.91694
9,2018-08-01 02:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
10,2018-08-01 02:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
11,2018-08-01 02:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
12,2018-08-01 03:00:00,547.624,13.05,27.68,0.0,TYRC1,3956,-122.81694,40.91694
13,2018-08-01 03:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
14,2018-08-01 03:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
15,2018-08-01 03:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
16,2018-08-01 04:00:00,547.624,12.65,25.94,0.0,TYRC1,3956,-122.81694,40.91694
17,2018-08-01 04:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
18,2018-08-01 04:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
19,2018-08-01 04:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
20,2018-08-01 05:00:00,547.624,12.57,23.72,0.0,TYRC1,3956,-122.81694,40.91694
21,2018-08-01 05:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
22,2018-08-01 05:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
23,2018-08-01 05:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
24,2018-08-01 06:00:00,547.624,12.57,22.37,0.0,TYRC1,3956,-122.81694,40.91694
25,2018-08-01 06:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
26,2018-08-01 06:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
27,2018-08-01 06:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
28,2018-08-01 07:00:00,547.624,12.57,21.83,0.0,TYRC1,3956,-122.81694,40.91694
29,2018-08-01 07:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
30,2018-08-01 07:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
31,2018-08-01 07:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
32,2018-08-01 08:00:00,547.624,12.57,21.42,0.0,TYRC1,3956,-122.81694,40.91694
33,2018-08-01 08:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
34,2018-08-01 08:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
35,2018-08-01 08:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
36,2018-08-01 09:00:00,547.624,12.57,20.58,0.0,TYRC1,3956,-122.81694,40.91694
37,2018-08-01 09:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
38,2018-08-01 09:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
39,2018-08-01 09:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
40,2018-08-01 10:00:00,547.624,12.57,20.0,0.0,TYRC1,3956,-122.81694,40.91694
41,2018-08-01 10:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
42,2018-08-01 10:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
43,2018-08-01 10:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
44,2018-08-01 11:00:00,547.624,12.57,19.35,0.0,TYRC1,3956,-122.81694,40.91694
45,2018-08-01 11:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
46,2018-08-01 11:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
47,2018-08-01 11:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
48,2018-08-01 12:00:00,547.624,12.57,18.58,0.0,TYRC1,3956,-122.81694,40.91694
49,2018-08-01 12:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
50,2018-08-01 12:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
51,2018-08-01 12:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
52,2018-08-01 13:00:00,547.624,12.57,18.09,0.0,TYRC1,3956,-122.81694,40.91694
53,2018-08-01 13:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
54,2018-08-01 13:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
55,2018-08-01 13:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
56,2018-08-01 14:00:00,547.624,12.49,17.25,0.0,TYRC1,3956,-122.81694,40.91694
57,2018-08-01 14:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
58,2018-08-01 14:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
59,2018-08-01 14:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
60,2018-08-01 15:00:00,547.624,12.57,17.26,0.0,TYRC1,3956,-122.81694,40.91694
61,2018-08-01 15:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
62,2018-08-01 15:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
63,2018-08-01 15:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
64,2018-08-01 16:00:00,547.624,12.97,17.68,0.0,TYRC1,3956,-122.81694,40.91694
65,2018-08-01 16:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
66,2018-08-01 16:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
67,2018-08-01 16:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
68,2018-08-01 17:00:00,547.624,13.6,20.18,0.0,TYRC1,3956,-122.81694,40.91694
69,2018-08-01 17:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
70,2018-08-01 17:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
71,2018-08-01 17:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
72,2018-08-01 18:00:00,547.624,13.92,22.53,0.0,TYRC1,3956,-122.81694,40.91694
73,2018-08-01 18:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
74,2018-08-01 18:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
75,2018-08-01 18:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
76,2018-08-01 19:00:00,547.624,13.6,24.55,0.0,TYRC1,3956,-122.81694,40.91694
77,2018-08-01 19:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
78,2018-08-01 19:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
79,2018-08-01 19:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
80,2018-08-01 20:00:00,547.624,13.6,25.28,0.0,TYRC1,3956,-122.81694,40.91694
81,2018-08-01 20:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
82,2018-08-01 20:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
83,2018-08-01 20:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
84,2018-08-01 21:00:00,547.624,13.6,29.41,0.0,TYRC1,3956,-122.81694,40.91694
85,2018-08-01 21:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
86,2018-08-01 21:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
87,2018-08-01 21:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
88,2018-08-01 22:00:00,547.624,13.68,30.8,0.0,TYRC1,3956,-122.81694,40.91694
89,2018-08-01 22:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
90,2018-08-01 22:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
91,2018-08-01 22:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
92,2018-08-01 23:00:00,547.624,13.68,30.66,0.0,TYRC1,3956,-122.81694,40.91694
93,2018-08-01 23:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
94,2018-08-01 23:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
95,2018-08-01 23:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
96,2018-08-02 00:00:00,547.624,13.44,30.71,0.0,TYRC1,3956,-122.81694,40.91694
97,2018-08-02 00:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
98,2018-08-02 00:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
99,2018-08-02 00:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
100,2018-08-02 01:00:00,547.624,13.37,30.44,0.0,TYRC1,3956,-122.81694,40.91694
101,2018-08-02 01:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
102,2018-08-02 01:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
103,2018-08-02 01:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
104,2018-08-02 02:00:00,547.624,13.21,28.91,0.0,TYRC1,3956,-122.81694,40.91694
105,2018-08-02 02:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
106,2018-08-02 02:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
107,2018-08-02 02:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
108,2018-08-02 03:00:00,547.624,12.81,26.17,0.0,TYRC1,3956,-122.81694,40.91694
109,2018-08-02 03:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
110,2018-08-02 03:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
111,2018-08-02 03:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
112,2018-08-02 04:00:00,547.624,12.57,24.62,0.0,TYRC1,3956,-122.81694,40.91694
113,2018-08-02 04:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
114,2018-08-02 04:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
115,2018-08-02 04:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
116,2018-08-02 05:00:00,547.624,12.57,22.93,0.0,TYRC1,3956,-122.81694,40.91694
117,2018-08-02 05:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
118,2018-08-02 05:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
119,2018-08-02 05:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
120,2018-08-02 06:00:00,547.624,12.57,21.62,0.0,TYRC1,3956,-122.81694,40.91694
121,2018-08-02 06:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
122,2018-08-02 06:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
123,2018-08-02 06:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
124,2018-08-02 07:00:00,547.624,12.57,20.33,0.0,TYRC1,3956,-122.81694,40.91694
125,2018-08-02 07:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
126,2018-08-02 07:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
127,2018-08-02 07:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
128,2018-08-02 08:00:00,547.624,12.57,18.96,0.0,TYRC1,3956,-122.81694,40.91694
129,2018-08-02 08:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
130,2018-08-02 08:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
131,2018-08-02 08:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
132,2018-08-02 09:00:00,547.624,12.57,18.28,0.0,TYRC1,3956,-122.81694,40.91694
133,2018-08-02 09:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
134,2018-08-02 09:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
135,2018-08-02 09:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
136,2018-08-02 10:00:00,547.624,12.57,17.43,0.0,TYRC1,3956,-122.81694,40.91694
137,2018-08-02 10:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
138,2018-08-02 10:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
139,2018-08-02 10:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
140,2018-08-02 11:00:00,547.624,12.57,16.94,0.0,TYRC1,3956,-122.81694,40.91694
141,2018-08-02 11:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
142,2018-08-02 11:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
143,2018-08-02 11:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
144,2018-08-02 12:00:00,547.624,12.49,16.38,0.0,TYRC1,3956,-122.81694,40.91694
145,2018-08-02 12:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
146,2018-08-02 12:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
147,2018-08-02 12:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
148,2018-08-02 13:00:00,547.624,12.49,15.72,0.0,TYRC1,3956,-122.81694,40.91694
149,2018-08-02 13:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
150,2018-08-02 13:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
151,2018-08-02 13:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
152,2018-08-02 14:00:00,547.624,12.49,15.22,0.0,TYRC1,3956,-122.81694,40.91694
153,2018-08-02 14:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
154,2018-08-02 14:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
155,2018-08-02 14:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
156,2018-08-02 15:00:00,547.624,12.49,14.86,0.0,TYRC1,3956,-122.81694,40.91694
157,2018-08-02 15:15:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
158,2018-08-02 15:30:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
159,2018-08-02 15:45:00,547.624,,,,TYRC1,3956,-122.81694,40.91694
